timestamp,T_oa_C,I_sol_Wm2,Q_int_W,Q_cw_W,Q_cw_meas_W,T_z,T_z_meas_C,sigma_cw_W,split,T_z_obs
2023-09-16 16:00:00,32.689552,414.94324,15934.041,76665.83567223312,80549.38669311524,23.383329178361166,23.320080264354317,3047.9313186798795,test,
2023-09-16 17:00:00,31.365854,229.87552,15715.437,67003.41638832512,70449.26264157606,23.335017081941626,23.292483338081507,2835.579663302822,test,
2023-09-16 18:00:00,31.023357,3.7148829,14905.445,57454.0144667445,59902.11913743344,23.287270072333722,23.338283730901914,2640.2400270639027,test,
2023-09-16 19:00:00,30.247602,8.555927,13000.0,52567.09454260431,57295.263143084216,23.26283547271302,23.53040474536515,2546.952980678283,test,
2023-09-16 20:00:00,28.268848,2.5848207,11094.553,44438.29002608624,46547.08819656413,23.22219145013043,22.781126763501188,2403.598439506545,test,
2023-09-16 21:00:00,26.280071,4.2940564,10284.556,37341.5247701935,40881.537576566945,23.186707623850968,23.40752446397248,2292.367886039821,test,
2023-09-16 22:00:00,24.793259,0.0,10065.922,32012.1711568909,36946.667386036606,23.160060855784455,23.153912187132605,2218.625969369391,test,
2023-09-16 23:00:00,23.652855,0.0,10014.836,27990.4734167971,29771.84263848599,23.139952367083986,22.822361186697876,2169.1288440032286,test,
2023-09-17 00:00:00,22.06953,0.0,10000.037,22890.44852127162,24587.44120329927,23.114452242606358,22.489070516810138,2114.6099806239654,test,
2023-09-17 01:00:00,21.859545,36.09646,10000.165,22567.98513381213,23046.096475473467,23.11283992566906,23.071897812105554,2111.4882329058737,test,
2023-09-17 02:00:00,20.03015,0.0,10000.74,15992.166020692623,16802.82363637215,23.079960830103463,23.514274725085684,2056.738786679061,test,
2023-09-17 03:00:00,21.217442,19.952232,10003.316,18800.576319658547,18001.15700306243,23.094002881598293,23.59640828162071,2078.00758010075,test,
2023-09-17 04:00:00,19.956306,0.0,10014.836,14419.974598936846,18913.387300270148,23.072099872994684,23.178712736195713,2046.2507423799718,test,
2023-09-17 05:00:00,21.3493,0.0,10065.922,17361.526681558815,24100.02413266365,23.086807633407794,23.67540933256047,2066.7076106317095,test,
2023-09-17 06:00:00,21.886028,37.44201,10284.556,19789.136433290365,25762.732311903525,23.098945682166452,23.08606335727943,2086.252364575734,test,
2023-09-17 07:00:00,23.88993,109.27001,11094.553,27847.817151582178,27323.31856709381,23.13923908575791,23.425230151250744,2167.4756810855247,test,
2023-09-17 08:00:00,24.69933,328.08496,13000.0,38891.98198665724,43570.34969957649,23.194459909933286,23.059090643261356,2315.4540886326,test,
2023-09-17 09:00:00,26.10863,514.5544,14905.445,51173.34260046533,57758.86724770104,23.255866713002327,23.10148706121708,2521.277432892727,test,
2023-09-17 10:00:00,27.978762,719.745,15715.437,64711.60264335083,66438.35330448877,23.323558013216754,23.120305278152564,2787.2625217233913,test,
2023-09-17 11:00:00,29.397453,838.5605,15934.041,74300.49058111124,77604.29991917539,23.371502452905556,22.75334376876826,2994.7465018819903,test,
2023-09-17 12:00:00,30.030485,889.508,15984.999,79501.37319177983,76251.55924050954,23.3975068659589,23.783634543942973,3112.622930173326,test,
2023-09-17 13:00:00,31.939816,874.0822,15995.943,85795.41177439367,89664.85579186703,23.42897705887197,23.236487327130565,3259.5655252478036,test,
2023-09-17 14:00:00,31.400362,801.517,15995.943,83749.42714273886,83333.99754743783,23.418747135713694,23.178315501787136,3211.31902682733,test,
2023-09-17 15:00:00,33.03239,626.4273,15984.999,83543.70510129811,87183.83333389813,23.41771852550649,23.06372702102269,3206.4927250576134,test,
2023-09-17 16:00:00,32.225388,418.17682,15934.041,75474.59184196797,73758.11212892244,23.37737295920984,23.316065128248955,3021.0548840331403,test,
2023-09-17 17:00:00,32.139214,199.87524,15715.437,67915.13093639309,72465.00956436615,23.339575654681965,23.868623347849887,2855.0338893079143,test,
2023-09-17 18:00:00,30.564274,45.027782,14905.445,57403.55832231714,63107.505554335716,23.287017791611586,23.915151446858403,2639.2521018760785,test,
2023-09-17 19:00:00,29.244614,17.89682,13000.0,50119.3443325306,51159.71096890231,23.250596721662653,22.75233665892203,2502.1498373779477,test,
2023-09-17 20:00:00,28.375471,3.7869291,11094.553,44564.09863518331,44829.01094987756,23.222820493175917,23.11648609438303,2405.693870476814,test,
2023-09-17 21:00:00,26.328201,4.177567,10284.556,37409.51372356705,35464.96522311367,23.187047568617835,22.876740237589726,2293.3653318497636,test,
2023-09-17 22:00:00,24.3899,0.0,10065.922,30891.527430770795,33304.27695253235,23.154457637153854,23.45095895951731,2204.281701667339,test,
2023-09-17 23:00:00,23.527027,0.0,10014.836,27528.49689756545,29270.043151362966,23.137642484487827,23.223620548676006,2163.8013604061125,test,
2023-09-18 00:00:00,21.694098,0.0,10000.246,21812.600259594463,21548.741431748258,23.109063001297972,22.918092203084022,2104.3313848052485,test,
2023-09-18 01:00:00,21.286251,0.0,10001.102,19775.053799264697,23720.110805500055,23.098875268996323,23.120647193173628,2086.132181211783,test,
2023-09-18 02:00:00,21.243587,5.0082817,10004.936,19084.230509918852,21148.142094045914,23.095421152549594,22.952195566127283,2080.3334032650023,test,
2023-09-18 03:00:00,20.872633,36.217415,10022.111,18464.89700691123,19232.425518073713,23.092324485034556,23.576598313347024,2075.296889442148,test,
2023-09-18 04:00:00,20.692753,26.963917,10098.905,17219.15548282453,19073.611119637095,23.086095777414123,23.250183631918933,2065.635346325076,test,
2023-09-18 05:00:00,21.225126,10.873744,10439.478,17860.28667832511,23078.45392759644,23.089301433391626,23.290248459666557,2070.529124694642,test,
2023-09-18 06:00:00,22.118212,0.0,11897.035,20755.332741843093,25018.295743272705,23.103776663709215,22.303701420299348,2094.6850487608303,test,
2023-09-18 07:00:00,23.232548,124.81181,17297.02,32329.76131811185,35040.743709192386,23.16164880659056,23.141612202941914,2222.7667714354275,test,
2023-09-18 08:00:00,25.076681,336.62537,29999.998,56156.62624579798,60775.58409394151,23.28078313122899,23.9057464189467,2614.9971327286808,test,
2023-09-18 09:00:00,26.424412,493.00543,42702.97,78000.4351602237,77426.85075849968,23.39000217580112,23.787840896812124,3078.2561778815348,test,
2023-09-18 10:00:00,27.8878,689.12445,48102.91,94859.573920764,97972.16653500516,23.47429786960382,22.92017099382773,3478.290512304284,test,
2023-09-18 11:00:00,29.595585,790.4121,49560.277,105886.84555165101,109439.86033277617,23.529434227758255,23.435406477953176,3753.774321238728,test,
2023-09-18 12:00:00,29.922857,875.19855,49899.992,111594.95428744251,112762.70693110289,23.557974771437213,23.197518931661595,3899.755176953387,test,
2023-09-18 13:00:00,32.466312,923.58405,49972.953,121681.32812875712,126493.8870879663,23.608406640643786,24.121737108752647,4162.416492094518,test,
2023-09-18 14:00:00,32.535175,821.1487,49972.953,120627.91366903554,120401.03280350906,23.603139568345178,23.67642305302795,4134.729035926038,test,
2023-09-18 15:00:00,31.930061,630.7196,49899.992,114052.95199571483,119073.49362306595,23.570264759978574,23.339926092059144,3963.239618423689,test,
2023-09-18 16:00:00,32.32914,417.7408,49560.277,108428.94599431787,113536.23392047113,23.54214472997159,23.552392113033825,3818.5275560737846,test,
2023-09-18 17:00:00,31.232084,192.01428,48102.91,96955.48949054712,89658.15053326378,23.484777447452736,22.70256778873219,3529.919297677559,test,
2023-09-18 18:00:00,30.5145,57.33175,42702.97,84883.41438608983,91737.62988467104,23.42441707193045,23.098928680893476,3238.0047303944107,test,
